NUMBER,AGE,WORKCLASS,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,SEX,HOURS_PER_WEEK,INCOME,CLUSTER
21741,50,Private,12,Married,Exec-managerial,Male,50,>50K,cluster2
21742,35,SelfEmployed,13,Married,Prof-speciality,Male,30,>50K,cluster2
21743,30,Private,15,Married,Prof-speciality,Female,50,>50K,cluster2
21744,40,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21745,50,Private,13,Others,Prof-speciality,Male,30,<=50K,cluster2
21746,35,SelfEmployed,15,Married,Prof-speciality,Male,70,>50K,cluster2
21747,40,Govt,13,Married,Exec-managerial,Male,40,>50K,cluster2
21748,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21749,45,Govt,15,Married,Exec-managerial,Male,60,<=50K,cluster2
21750,60,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21751,45,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21752,40,Govt,10,Married,Adm-clerical,Male,40,>50K,cluster2
21753,35,Private,12,Married,Prof-speciality,Male,30,<=50K,cluster2
21754,40,Private,12,Married,Tech-support,Male,40,<=50K,cluster2
21755,60,Govt,14,Never,Prof-speciality,Female,40,>50K,cluster2
21756,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21757,45,Private,16,Married,Prof-speciality,Male,50,>50K,cluster2
21758,45,Govt,10,Married,Protective-serv,Male,40,>50K,cluster2
21759,40,Govt,14,Married,Craft-repair,Male,60,>50K,cluster2
21760,30,SelfEmployed,9,Married,Exec-managerial,Male,50,>50K,cluster2
21761,40,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21762,40,Private,13,Married,Prof-speciality,Male,70,>50K,cluster2
21763,40,Private,12,Married,Exec-managerial,Female,50,>50K,cluster2
21764,45,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21765,40,Private,12,Married,Tech-support,Male,50,>50K,cluster2
21766,30,Govt,14,Married,Exec-managerial,Male,40,>50K,cluster2
21767,40,Private,9,Married,Exec-managerial,Male,50,>50K,cluster2
21768,35,Private,13,Married,Sales,Male,60,>50K,cluster2
21769,50,Govt,12,Others,Exec-managerial,Male,40,>50K,cluster2
21770,50,Private,14,Married,Exec-managerial,Male,60,>50K,cluster2
21771,40,Private,13,Others,Sales,Male,40,>50K,cluster2
21772,55,Govt,14,Married,Exec-managerial,Male,40,>50K,cluster2
21773,40,Private,14,Others,Sales,Male,50,>50K,cluster2
21774,55,SelfEmployed,12,Married,Farming-fishing,Male,70,>50K,cluster2
21775,55,Private,14,Others,Exec-managerial,Male,60,>50K,cluster2
21776,35,Private,14,Never,Prof-speciality,Male,60,>50K,cluster2
21777,35,Private,13,Married,Sales,Male,60,<=50K,cluster2
21778,40,Govt,14,Married,Prof-speciality,Male,40,<=50K,cluster2
21779,35,SelfEmployed,13,Married,Prof-speciality,Male,40,<=50K,cluster2
21780,35,Private,10,Married,Exec-managerial,Female,40,>50K,cluster2
21781,45,Govt,14,Never,Exec-managerial,Female,50,>50K,cluster2
21782,35,Private,13,Married,Sales,Male,50,>50K,cluster2
21783,45,Private,10,Married,Prof-speciality,Male,40,>50K,cluster2
21784,55,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21785,45,Govt,14,Others,Prof-speciality,Male,20,<=50K,cluster2
21786,50,SelfEmployed,15,Others,Prof-speciality,Male,50,>50K,cluster2
21787,30,Private,13,Others,Prof-speciality,Male,40,>50K,cluster2
21788,60,Govt,14,Married,Tech-support,Female,40,>50K,cluster2
21789,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21790,30,Private,12,Married,Exec-managerial,Female,30,>50K,cluster2
21791,40,SelfEmployed,13,Never,Exec-managerial,Male,60,>50K,cluster2
21792,40,SelfEmployed,10,Married,Prof-speciality,Male,40,>50K,cluster2
21793,40,SelfEmployed,13,Married,Sales,Male,50,>50K,cluster2
21794,65,SelfEmployed,13,Married,Craft-repair,Male,50,>50K,cluster2
21795,35,Private,13,Married,Sales,Male,40,>50K,cluster2
21796,55,Govt,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21797,45,Private,13,Others,Prof-speciality,Male,40,<=50K,cluster2
21798,40,Private,10,Never,Exec-managerial,Female,50,>50K,cluster2
21799,45,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21800,50,Govt,10,Married,Exec-managerial,Male,60,>50K,cluster2
21801,55,Private,10,Others,Sales,Female,70,>50K,cluster2
21802,30,Govt,10,Married,Protective-serv,Male,50,>50K,cluster2
21803,60,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21804,30,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21805,45,Govt,12,Married,Exec-managerial,Male,40,>50K,cluster2
21806,35,Private,13,Married,Sales,Male,40,>50K,cluster2
21807,40,Private,12,Married,Exec-managerial,Male,50,>50K,cluster2
21808,40,Private,10,Married,Exec-managerial,Female,40,>50K,cluster2
21809,60,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21810,55,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21811,45,Private,13,Others,Prof-speciality,Female,40,>50K,cluster2
21812,40,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21813,65,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21814,45,SelfEmployed,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21815,40,Private,9,Married,Exec-managerial,Male,50,>50K,cluster2
21816,50,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21817,45,Private,12,Others,Exec-managerial,Male,40,<=50K,cluster2
21818,40,SelfEmployed,13,Married,Prof-speciality,Male,30,<=50K,cluster2
21819,50,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21820,60,SelfEmployed,14,Married,Exec-managerial,Male,30,<=50K,cluster2
21821,65,SelfEmployed,14,Others,Prof-speciality,Male,40,>50K,cluster2
21822,40,SelfEmployed,10,Others,Prof-speciality,Male,40,<=50K,cluster2
21823,45,Private,14,Married,Prof-speciality,Male,50,>50K,cluster2
21824,55,Private,13,Married,Prof-speciality,Male,40,<=50K,cluster2
21825,30,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21826,65,Govt,14,Married,Other-service,Female,50,>50K,cluster2
21827,55,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21828,45,Govt,9,Married,Adm-clerical,Male,40,>50K,cluster2
21829,80,SelfEmployed,15,Others,Prof-speciality,Male,60,<=50K,cluster2
21830,70,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21831,50,Private,14,Married,Sales,Male,50,>50K,cluster2
21832,50,SelfEmployed,13,Married,Sales,Male,40,>50K,cluster2
21833,50,Private,10,Married,Exec-managerial,Male,60,>50K,cluster2
21834,40,SelfEmployed,13,Married,Exec-managerial,Male,40,>50K,cluster2
21835,35,SelfEmployed,13,Married,Sales,Male,50,>50K,cluster2
21836,45,Private,13,Married,Prof-speciality,Female,40,>50K,cluster2
21837,35,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21838,40,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21839,40,Private,12,Married,Exec-managerial,Male,40,>50K,cluster2
21840,55,Private,14,Others,Exec-managerial,Female,40,>50K,cluster2
21841,30,Private,12,Married,Prof-speciality,Male,40,>50K,cluster2
21842,45,SelfEmployed,13,Others,Sales,Female,60,>50K,cluster2
21843,45,Private,13,Married,Exec-managerial,Male,50,<=50K,cluster2
21844,45,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21845,60,Govt,9,Married,Prof-speciality,Male,30,>50K,cluster2
21846,60,Govt,9,Married,Adm-clerical,Male,40,>50K,cluster2
21847,40,SelfEmployed,10,Married,Sales,Male,70,>50K,cluster2
21848,35,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21849,55,Private,10,Married,Prof-speciality,Female,10,>50K,cluster2
21850,40,Private,10,Married,Exec-managerial,Female,40,>50K,cluster2
21851,50,Govt,9,Married,Adm-clerical,Male,40,>50K,cluster2
21852,55,Private,9,Married,Exec-managerial,Male,50,>50K,cluster2
21853,35,Govt,10,Married,Exec-managerial,Female,40,>50K,cluster2
21854,25,Private,13,Married,Sales,Male,50,>50K,cluster2
21855,40,Govt,12,Married,Adm-clerical,Male,50,<=50K,cluster2
21856,50,Govt,14,Married,Adm-clerical,Female,50,>50K,cluster2
21857,35,Private,13,Married,Sales,Male,40,>50K,cluster2
21858,50,Private,13,Others,Exec-managerial,Male,40,>50K,cluster2
21859,55,Govt,10,Married,Protective-serv,Male,40,>50K,cluster2
21860,45,Govt,13,Married,Prof-speciality,Female,40,>50K,cluster2
21861,35,Private,13,Married,Sales,Male,40,>50K,cluster2
21862,40,SelfEmployed,14,Married,Prof-speciality,Male,40,<=50K,cluster2
21863,65,SelfEmployed,9,Others,Exec-managerial,Male,70,>50K,cluster2
21864,65,SelfEmployed,14,Married,Sales,Male,60,>50K,cluster2
21865,45,Private,14,Married,Tech-support,Male,40,>50K,cluster2
21866,35,SelfEmployed,15,Never,Prof-speciality,Male,50,>50K,cluster2
21867,50,Govt,16,Married,Prof-speciality,Male,40,>50K,cluster2
21868,75,Govt,16,Others,Prof-speciality,Male,10,>50K,cluster2
21869,50,Private,13,Married,Exec-managerial,Male,70,>50K,cluster2
21870,30,SelfEmployed,13,Married,Sales,Male,50,<=50K,cluster2
21871,30,Govt,10,Married,Protective-serv,Male,40,>50K,cluster2
21872,40,Govt,13,Married,Protective-serv,Male,70,>50K,cluster2
21873,50,Private,14,Married,Prof-speciality,Male,50,>50K,cluster2
21874,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21875,45,Govt,15,Never,Prof-speciality,Male,40,>50K,cluster2
21876,45,Govt,13,Married,Prof-speciality,Female,40,<=50K,cluster2
21877,40,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21878,65,Govt,16,Married,Prof-speciality,Male,50,>50K,cluster2
21879,60,Private,13,Never,Prof-speciality,Male,60,<=50K,cluster2
21880,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21881,40,SelfEmployed,10,Married,Exec-managerial,Male,60,>50K,cluster2
21882,45,Private,14,Others,Exec-managerial,Male,40,>50K,cluster2
21883,55,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21884,45,Private,16,Others,Prof-speciality,Male,40,<=50K,cluster2
21885,30,Private,16,Married,Prof-speciality,Male,40,>50K,cluster2
21886,35,Private,13,Married,Sales,Male,50,<=50K,cluster2
21887,65,Govt,12,Married,Protective-serv,Male,40,<=50K,cluster2
21888,55,SelfEmployed,13,Others,Sales,Male,60,<=50K,cluster2
21889,65,SelfEmployed,14,Married,Sales,Male,40,>50K,cluster2
21890,30,SelfEmployed,10,Married,Exec-managerial,Male,40,>50K,cluster2
21891,65,Govt,10,Married,Adm-clerical,Male,50,>50K,cluster2
21892,30,Govt,10,Married,Prof-speciality,Female,10,>50K,cluster2
21893,45,Private,13,Married,Prof-speciality,Male,40,<=50K,cluster2
21894,35,Govt,10,Married,Prof-speciality,Male,40,>50K,cluster2
21895,25,Private,12,Married,Prof-speciality,Male,40,>50K,cluster2
21896,55,SelfEmployed,14,Married,Exec-managerial,Male,60,>50K,cluster2
21897,65,Private,15,Married,Prof-speciality,Male,60,>50K,cluster2
21898,50,Private,14,Married,Sales,Male,40,<=50K,cluster2
21899,40,SelfEmployed,13,Others,Sales,Male,40,<=50K,cluster2
21900,55,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21901,45,Govt,13,Married,Exec-managerial,Male,40,>50K,cluster2
21902,45,Private,13,Married,Sales,Male,50,>50K,cluster2
21903,45,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21904,45,Govt,9,Married,Adm-clerical,Female,40,>50K,cluster2
21905,55,Govt,14,Married,Exec-managerial,Male,50,>50K,cluster2
21906,50,SelfEmployed,14,Married,Exec-managerial,Male,40,>50K,cluster2
21907,50,Private,14,Others,Prof-speciality,Male,20,<=50K,cluster2
21908,45,SelfEmployed,16,Never,Prof-speciality,Male,40,>50K,cluster2
21909,40,Private,10,Married,Adm-clerical,Female,40,>50K,cluster2
21910,50,SelfEmployed,13,Married,Sales,Male,50,>50K,cluster2
21911,30,Govt,10,Married,Protective-serv,Male,50,>50K,cluster2
21912,45,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21913,55,Private,14,Married,Exec-managerial,Male,40,<=50K,cluster2
21914,50,SelfEmployed,13,Married,Farming-fishing,Male,60,>50K,cluster2
21915,30,Private,10,Married,Prof-speciality,Male,50,<=50K,cluster2
21916,50,Govt,16,Others,Prof-speciality,Male,30,<=50K,cluster2
21917,40,Govt,10,Married,Adm-clerical,Male,40,>50K,cluster2
21918,45,Private,15,Others,Prof-speciality,Female,30,>50K,cluster2
21919,60,Private,13,Married,Prof-speciality,Male,70,>50K,cluster2
21920,60,SelfEmployed,13,Married,Exec-managerial,Male,50,>50K,cluster2
21921,60,Private,12,Married,Exec-managerial,Male,40,<=50K,cluster2
21922,45,SelfEmployed,15,Married,Prof-speciality,Female,10,>50K,cluster2
21923,70,Private,14,Married,Prof-speciality,Male,30,<=50K,cluster2
21924,35,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21925,30,Govt,12,Married,Sales,Male,40,>50K,cluster2
21926,50,Govt,16,Married,Prof-speciality,Male,40,>50K,cluster2
21927,60,Private,14,Married,Prof-speciality,Male,20,<=50K,cluster2
21928,30,Private,12,Married,Exec-managerial,Male,50,>50K,cluster2
21929,40,Private,13,Married,Exec-managerial,Male,60,>50K,cluster2
21930,40,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21931,30,SelfEmployed,15,Married,Prof-speciality,Female,70,>50K,cluster2
21932,55,Private,10,Married,Adm-clerical,Male,40,>50K,cluster2
21933,40,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21934,40,SelfEmployed,14,Married,Prof-speciality,Male,70,>50K,cluster2
21935,35,Private,14,Married,Sales,Male,50,>50K,cluster2
21936,40,Private,9,Married,Sales,Female,50,>50K,cluster2
21937,60,SelfEmployed,9,Married,Exec-managerial,Male,40,>50K,cluster2
21938,60,Govt,16,Married,Prof-speciality,Male,50,>50K,cluster2
21939,50,SelfEmployed,16,Married,Exec-managerial,Male,60,>50K,cluster2
21940,40,SelfEmployed,13,Married,Sales,Male,40,<=50K,cluster2
21941,65,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21942,40,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21943,30,SelfEmployed,10,Others,Prof-speciality,Male,50,<=50K,cluster2
21944,40,Private,12,Married,Prof-speciality,Male,40,>50K,cluster2
21945,30,SelfEmployed,13,Married,Exec-managerial,Male,50,>50K,cluster2
21946,30,SelfEmployed,13,Married,Sales,Male,70,>50K,cluster2
21947,35,Govt,13,Married,Prof-speciality,Female,40,>50K,cluster2
21948,35,SelfEmployed,13,Married,Sales,Male,40,<=50K,cluster2
21949,55,Govt,12,Married,Protective-serv,Male,40,>50K,cluster2
21950,35,SelfEmployed,9,Married,Exec-managerial,Male,50,>50K,cluster2
21951,35,Private,14,Married,Prof-speciality,Male,50,>50K,cluster2
21952,45,SelfEmployed,10,Married,Exec-managerial,Male,40,>50K,cluster2
21953,50,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21954,50,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21955,35,Private,12,Married,Sales,Male,40,>50K,cluster2
21956,40,Private,13,Others,Sales,Female,70,>50K,cluster2
21957,65,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21958,35,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21959,60,SelfEmployed,16,Married,Prof-speciality,Male,40,>50K,cluster2
21960,35,Govt,13,Married,Exec-managerial,Male,50,>50K,cluster2
21961,35,Private,13,Married,Sales,Male,60,>50K,cluster2
21962,55,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21963,35,SelfEmployed,15,Married,Prof-speciality,Male,60,>50K,cluster2
21964,45,Private,14,Others,Exec-managerial,Male,50,<=50K,cluster2
21965,40,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21966,40,Private,13,Married,Exec-managerial,Male,70,<=50K,cluster2
21967,30,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21968,60,SelfEmployed,13,Never,Exec-managerial,Female,50,>50K,cluster2
21969,50,Private,14,Married,Exec-managerial,Male,40,>50K,cluster2
21970,50,SelfEmployed,12,Married,Prof-speciality,Male,50,>50K,cluster2
21971,40,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21972,60,Private,12,Married,Exec-managerial,Male,40,>50K,cluster2
21973,40,Govt,16,Married,Prof-speciality,Male,50,>50K,cluster2
21974,45,Private,13,Others,Prof-speciality,Male,40,<=50K,cluster2
21975,45,Govt,12,Married,Adm-clerical,Male,40,<=50K,cluster2
21976,65,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21977,65,Private,9,Married,Prof-speciality,Male,40,>50K,cluster2
21978,35,Private,10,Married,Tech-support,Male,40,>50K,cluster2
21979,30,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21980,50,SelfEmployed,8,Married,Exec-managerial,Female,30,>50K,cluster2
21981,70,Govt,14,Married,Other-service,Male,10,>50K,cluster2
21982,55,SelfEmployed,13,Married,Exec-managerial,Male,50,<=50K,cluster2
21983,45,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21984,35,Govt,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21985,35,Private,13,Married,Sales,Male,70,>50K,cluster2
21986,50,Govt,12,Married,Protective-serv,Male,60,>50K,cluster2
21987,65,Private,14,Married,Adm-clerical,Female,40,>50K,cluster2
21988,45,SelfEmployed,13,Married,Sales,Male,40,>50K,cluster2
21989,35,Govt,14,Married,Prof-speciality,Female,50,>50K,cluster2
21990,45,Govt,16,Married,Prof-speciality,Male,40,>50K,cluster2
21991,75,SelfEmployed,13,Married,Adm-clerical,Female,10,>50K,cluster2
21992,60,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21993,35,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21994,50,SelfEmployed,12,Married,Exec-managerial,Female,20,>50K,cluster2
21995,35,Private,13,Married,Prof-speciality,Male,60,>50K,cluster2
21996,45,SelfEmployed,10,Married,Exec-managerial,Male,50,>50K,cluster2
21997,55,Govt,14,Married,Exec-managerial,Male,40,>50K,cluster2
21998,45,Private,14,Married,Exec-managerial,Male,40,>50K,cluster2
21999,50,Private,14,Married,Sales,Male,40,>50K,cluster2
22000,60,SelfEmployed,14,Married,Sales,Male,40,>50K,cluster2
22001,25,Private,13,Married,Prof-speciality,Female,40,>50K,cluster2
22002,45,Govt,14,Never,Prof-speciality,Female,40,>50K,cluster2
22003,50,Private,13,Married,Prof-speciality,Female,50,>50K,cluster2
22004,60,SelfEmployed,13,Married,Sales,Male,40,>50K,cluster2
22005,40,Govt,14,Married,Prof-speciality,Male,60,<=50K,cluster2
22006,50,SelfEmployed,10,Married,Prof-speciality,Male,20,<=50K,cluster2
22007,35,Govt,13,Married,Exec-managerial,Male,40,<=50K,cluster2
22008,30,Private,14,Married,Prof-speciality,Male,50,>50K,cluster2
22009,50,SelfEmployed,16,Others,Sales,Male,50,>50K,cluster2
22010,50,SelfEmployed,13,Married,Sales,Male,70,>50K,cluster2
22011,40,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
22012,45,Govt,14,Married,Prof-speciality,Male,50,<=50K,cluster2
22013,40,Private,13,Married,Exec-managerial,Female,40,>50K,cluster2
22014,50,Govt,14,Married,Prof-speciality,Male,50,>50K,cluster2
22015,45,Private,13,Married,Adm-clerical,Male,40,>50K,cluster2
22016,40,Private,13,Married,Sales,Male,40,>50K,cluster2
22017,35,SelfEmployed,13,Married,Prof-speciality,Male,40,>50K,cluster2
22018,45,SelfEmployed,16,Married,Prof-speciality,Male,40,>50K,cluster2
22019,30,Private,16,Never,Prof-speciality,Male,40,<=50K,cluster2
22020,35,Govt,14,Married,Prof-speciality,Female,30,>50K,cluster2
22021,30,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
22022,60,Govt,13,Others,Tech-support,Female,40,>50K,cluster2
22023,50,SelfEmployed,9,Married,Exec-managerial,Male,50,>50K,cluster2
22024,60,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
22025,45,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
22026,55,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
22027,30,SelfEmployed,13,Others,Sales,Male,50,>50K,cluster2
22028,50,Private,13,Married,Other-service,Female,40,>50K,cluster2
22029,50,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
22030,45,Govt,13,Never,Prof-speciality,Female,40,>50K,cluster2
22031,45,Private,14,Married,Exec-managerial,Male,40,>50K,cluster2
22032,45,SelfEmployed,13,Married,Sales,Male,40,>50K,cluster2
22033,30,Govt,13,Married,Protective-serv,Male,50,>50K,cluster2
22034,40,Private,10,Never,Sales,Male,70,>50K,cluster2
22035,30,Govt,13,Married,Adm-clerical,Male,40,>50K,cluster2
22036,65,SelfEmployed,10,Married,Sales,Male,40,>50K,cluster2
22037,45,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
22038,50,Private,16,Married,Prof-speciality,Male,50,>50K,cluster2
22039,45,Govt,10,Married,Adm-clerical,Male,70,>50K,cluster2
22040,45,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
22041,35,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
22042,50,Private,9,Married,Prof-speciality,Male,40,>50K,cluster2
22043,35,Private,13,Married,Sales,Male,50,>50K,cluster2
22044,45,Private,16,Married,Prof-speciality,Male,40,>50K,cluster2
22045,55,Govt,14,Others,Prof-speciality,Female,40,>50K,cluster2
22046,50,Private,14,Married,Exec-managerial,Male,40,>50K,cluster2
